article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
707743001,707743,Griezman,258,Blouse,Garment Upper body,1010016,Solid,11,Off White,1,Dusty Light,9,White,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Blouse in a crinkled viscose weave with a V-neck, short dolman sleeves with sewn-in turn-ups, and a gently rounded hem. Wide fit, longer at the back."
707743002,707743,Griezman,258,Blouse,Garment Upper body,1010001,All over pattern,17,Yellowish Brown,4,Dark,13,Brown,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Blouse in a crinkled viscose weave with a V-neck, short dolman sleeves with sewn-in turn-ups, and a gently rounded hem. Wide fit, longer at the back."
707743003,707743,Griezman,258,Blouse,Garment Upper body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Blouse in a crinkled viscose weave with a V-neck, short dolman sleeves with sewn-in turn-ups, and a gently rounded hem. Wide fit, longer at the back."
707743006,707743,Griezman,258,Blouse,Garment Upper body,1010017,Stripe,73,Dark Blue,7,Medium,2,Blue,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Blouse in a crinkled viscose weave with a V-neck, short dolman sleeves with sewn-in turn-ups, and a gently rounded hem. Wide fit, longer at the back."
707743007,707743,Griezman,258,Blouse,Garment Upper body,1010001,All over pattern,9,Black,4,Dark,5,Black,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Blouse in a crinkled viscose weave with a V-neck, short dolman sleeves with sewn-in turn-ups, and a gently rounded hem. Wide fit, longer at the back."
707743008,707743,Griezman,258,Blouse,Garment Upper body,1010017,Stripe,10,White,3,Light,9,White,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Blouse in a crinkled viscose weave with a V-neck, short dolman sleeves with sewn-in turn-ups, and a gently rounded hem. Wide fit, longer at the back."
707767001,707767,Shirt Safari,258,Blouse,Garment Upper body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"V-neck shirt in a Tencel™ lyocell weave with a collar, buttons down the front, a yoke with a pleat at the back and an open chest pocket. Dropped shoulders, long sleeves with a tab and button and buttoned cuffs, and a rounded hem. Longer at the back. Relaxed fit."
707767002,707767,Shirt Safari,258,Blouse,Garment Upper body,1010023,Denim,19,Greenish Khaki,4,Dark,20,Khaki green,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"V-neck shirt in a Tencel™ lyocell weave with a collar, buttons down the front, a yoke with a pleat at the back and an open chest pocket. Dropped shoulders, long sleeves with a tab and button and buttoned cuffs, and a rounded hem. Longer at the back. Relaxed fit."
707767003,707767,Shirt Safari,258,Blouse,Garment Upper body,1010023,Denim,13,Beige,2,Medium Dusty,11,Beige,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"V-neck shirt in a Tencel™ lyocell weave with a collar, buttons down the front, a yoke with a pleat at the back and an open chest pocket. Dropped shoulders, long sleeves with a tab and button and buttoned cuffs, and a rounded hem. Longer at the back. Relaxed fit."
707769001,707769,DONNER 2-p set,270,Garment Set,Garment Full body,1010008,Front print,10,White,3,Light,9,White,6564,Newborn,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1005,Jersey Fancy,Set with a long-sleeved bodysuit and pair of trousers in a soft organic cotton blend. Bodysuit with a print motif on the front and press-studs at the crotch. Trousers in velour with an elasticated waist and ribbed hems.
707772001,707772,Sara 3/4...(new),254,Top,Garment Upper body,1010010,Melange,83,Dark Turquoise,4,Dark,7,Turquoise,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,Fitted top in soft organic cotton jersey with 3/4-length sleeves and gathers in the sides for best fit over the tummy.
707772002,707772,Sara 3/4...(new),254,Top,Garment Upper body,1010006,Dot,43,Dark Red,4,Dark,18,Red,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,Fitted top in soft organic cotton jersey with 3/4-length sleeves and gathers in the sides for best fit over the tummy.
707772003,707772,Sara 3/4...(new),254,Top,Garment Upper body,1010016,Solid,41,Light Red,7,Medium,18,Red,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,Fitted top in soft organic cotton jersey with 3/4-length sleeves and gathers in the sides for best fit over the tummy.
707772004,707772,Sara 3/4...(new),254,Top,Garment Upper body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,Fitted top in soft organic cotton jersey with 3/4-length sleeves and gathers in the sides for best fit over the tummy.
707772008,707772,Sara 3/4...(new),254,Top,Garment Upper body,1010006,Dot,10,White,3,Light,9,White,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,Fitted top in soft organic cotton jersey with 3/4-length sleeves and gathers in the sides for best fit over the tummy.
707772009,707772,Sara 3/4,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,Fitted top in soft organic cotton jersey with 3/4-length sleeves and gathers in the sides for best fit over the tummy.
707772010,707772,Sara 3/4,254,Top,Garment Upper body,1010001,All over pattern,43,Dark Red,4,Dark,18,Red,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,Fitted top in soft organic cotton jersey with 3/4-length sleeves and gathers in the sides for best fit over the tummy.
707772012,707772,Sara 3/4...(new),254,Top,Garment Upper body,1010016,Solid,72,Blue,7,Medium,2,Blue,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,Fitted top in soft organic cotton jersey with 3/4-length sleeves and gathers in the sides for best fit over the tummy.
707777003,707777,Jacket Boxy,262,Jacket,Garment Upper body,1010023,Denim,9,Black,4,Dark,19,Green,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Short, boxy-style jacket in washed denim with a collar, buttons down the front, dropped shoulders and long sleeves with buttoned cuffs. Flap chest pockets with a button and side pockets."
707777005,707777,Jacket Boxy,262,Jacket,Garment Upper body,1010023,Denim,9,Black,4,Dark,19,Green,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Short, boxy-style jacket in washed denim with a collar, buttons down the front, dropped shoulders and long sleeves with buttoned cuffs. Flap chest pockets with a button and side pockets."
707777006,707777,Jacket Boxy,262,Jacket,Garment Upper body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Short, boxy-style jacket in washed denim with a collar, buttons down the front, dropped shoulders and long sleeves with buttoned cuffs. Flap chest pockets with a button and side pockets."
707777008,707777,Jacket Boxy,262,Jacket,Garment Upper body,1010023,Denim,15,Greyish Beige,2,Medium Dusty,1,Mole,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Short, boxy-style jacket in washed denim with a collar, buttons down the front, dropped shoulders and long sleeves with buttoned cuffs. Flap chest pockets with a button and side pockets."
707777009,707777,Jacket Boxy,262,Jacket,Garment Upper body,1010023,Denim,9,Black,4,Dark,5,Black,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Short, boxy-style jacket in washed denim with a collar, buttons down the front, dropped shoulders and long sleeves with buttoned cuffs. Flap chest pockets with a button and side pockets."
707777011,707777,Jacket Boxy,262,Jacket,Garment Upper body,1010023,Denim,7,Grey,2,Medium Dusty,12,Grey,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Short, boxy-style jacket in washed denim with a collar, buttons down the front, dropped shoulders and long sleeves with buttoned cuffs. Flap chest pockets with a button and side pockets."
707782001,707782,Jacket Oversize.,262,Jacket,Garment Upper body,1010023,Denim,10,White,3,Light,9,White,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Oversized jacket in washed cotton denim with a collar, buttons down the front, dropped shoulders and long sleeves with a slit and button at the cuffs. Flap chest pockets with a button, welt side pockets, and an adjustable tab at the sides of the hem."
707782002,707782,Jacket Oversize.,262,Jacket,Garment Upper body,1010023,Denim,52,Pink,1,Dusty Light,4,Pink,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Oversized jacket in washed cotton denim with a collar, buttons down the front, dropped shoulders and long sleeves with a slit and button at the cuffs. Flap chest pockets with a button, welt side pockets, and an adjustable tab at the sides of the hem."
707782004,707782,Jacket Oversize.,262,Jacket,Garment Upper body,1010023,Denim,21,Light Yellow,3,Light,8,Yellow,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Oversized jacket in washed cotton denim with a collar, buttons down the front, dropped shoulders and long sleeves with a slit and button at the cuffs. Flap chest pockets with a button, welt side pockets, and an adjustable tab at the sides of the hem."
707839001,707839,Unicorn dancedress,265,Dress,Garment Full body,1010008,Front print,50,Other Pink,3,Light,4,Pink,4314,Kids Dress-up/Football,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1019,Accessories,"Leotard in stretch jersey with 3/4-length sleeves and a motif with glittery details on the front. Seam at the waist, a tiered, satin-lined tulle skirt and a detachable tulle cape with a shimmering pattern."
707983001,707983,Drums,264,Blazer,Garment Upper body,1010026,Other structure,9,Black,4,Dark,5,Black,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Jacket in a textured weave with fringe trims, front pockets with a press-stud and decorative chest pockets. No buttons. Lined."
707983002,707983,Drums,264,Blazer,Garment Upper body,1010026,Other structure,11,Off White,3,Light,9,White,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Jacket in a textured weave with fringe trims, front pockets with a press-stud and decorative chest pockets. No buttons. Lined."
707983003,707983,Drums,264,Blazer,Garment Upper body,1010026,Other structure,42,Red,5,Bright,18,Red,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Jacket in a textured weave with fringe trims, front pockets with a press-stud and decorative chest pockets. No buttons. Lined."
707983004,707983,Drums,264,Blazer,Garment Upper body,1010026,Other structure,9,Black,4,Dark,5,Black,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Jacket in a textured weave with fringe trims, front pockets with a press-stud and decorative chest pockets. No buttons. Lined."
707995011,707995,DIV Bounty tank,254,Top,Garment Upper body,1010001,All over pattern,9,Black,4,Dark,5,Black,1652,Divided+,D,Divided,2,Divided,50,Divided Projects,1001,Unknown,"Sleeveless top in a patterned viscose weave with a V-neck and narrow, adjustable shoulder straps."
708017001,708017,Tankoverall set,270,Garment Set,Garment Full body,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,"Set with a sleeveless romper suit and a long-sleeved top in soft organic cotton jersey. Patterned romper suit with a kangaroo pocket, press-studs on the shoulders and at the crotch, and ribbed hems. Top with a press-stud on one shoulder."
708017002,708017,Tankoverall set,270,Garment Set,Garment Full body,1010001,All over pattern,7,Grey,1,Dusty Light,12,Grey,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,"Set with a sleeveless romper suit and a long-sleeved top in soft organic cotton jersey. Patterned romper suit with a kangaroo pocket, press-studs on the shoulders and at the crotch, and ribbed hems. Top with a press-stud on one shoulder."
708017003,708017,Tankoverall set,270,Garment Set,Garment Full body,1010001,All over pattern,81,Light Turquoise,1,Dusty Light,7,Turquoise,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,"Set with a sleeveless romper suit and a long-sleeved top in soft organic cotton jersey. Patterned romper suit with a kangaroo pocket, press-studs on the shoulders and at the crotch, and ribbed hems. Top with a press-stud on one shoulder."
708017004,708017,Tankoverall set,270,Garment Set,Garment Full body,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,"Set with a sleeveless romper suit and a long-sleeved top in soft organic cotton jersey. Patterned romper suit with a kangaroo pocket, press-studs on the shoulders and at the crotch, and ribbed hems. Top with a press-stud on one shoulder."
708021001,708021,PINKY Loose Fitted Tank,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Loose-fitting sports vest top in fast-drying jersey with a racer back.
708021002,708021,PINKY tank,253,Vest top,Garment Upper body,1010016,Solid,50,Other Pink,5,Bright,4,Pink,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Loose-fitting sports vest top in fast-drying jersey with a racer back.
708021003,708021,PINKY loose fit tank,253,Vest top,Garment Upper body,1010016,Solid,52,Pink,7,Medium,4,Pink,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Loose-fitting sports vest top in fast-drying jersey with a racer back.
708021005,708021,PINKY loose fit tank,253,Vest top,Garment Upper body,1010016,Solid,53,Dark Pink,2,Medium Dusty,4,Pink,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Loose-fitting sports vest top in fast-drying jersey with a racer back.
708021006,708021,PINKY loose fit tank,253,Vest top,Garment Upper body,1010016,Solid,41,Light Red,2,Medium Dusty,18,Red,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Loose-fitting sports vest top in fast-drying jersey with a racer back.
708021009,708021,PINKY loose fit tank,253,Vest top,Garment Upper body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Loose-fitting sports vest top in fast-drying jersey with a racer back.
708028001,708028,ALGOT giftset,270,Garment Set,Garment Full body,1010001,All over pattern,7,Grey,1,Dusty Light,12,Grey,6564,Newborn,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1005,Jersey Fancy,"Set with three wrapover bodysuits, two pairs of leggings, a romper suit, hat and scratch mittens in soft organic cotton jersey. Short-sleeved bodysuits with press-studs at the sides and crotch. Leggings with wide foldover ribbing at the waist. Romper with short sleeves and legs, and press-studs at the side. Hat with a sewn-in turn-up at the hem, and scratch mittens with ribbed cuffs."
708060001,708060,Premium Knesset shirt,258,Blouse,Garment Upper body,1010024,Chambray,71,Light Blue,3,Light,2,Blue,7613,Kids Girl Dresses,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1014,Dresses/Skirts girls,"Shirt in a cotton weave with a rounded collar, decorative pleats and buttons down the front. Gathered yoke at the back and narrow, buttoned cuffs."
708065001,708065,Merlin. (2),264,Blazer,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Fitted jacket in woven fabric with notch lapels, a press-stud fastening at the front, decorative buttons at the cuffs, welt front pockets with a flap, and a single back vent. Lined."
708066001,708066,Kimmi,264,Blazer,Garment Upper body,1010004,Check,7,Grey,2,Medium Dusty,12,Grey,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Double-breasted jacket in a jacquard weave with notch lapels, and welt front pockets. Gently tapered waist, decorative buttons at the cuffs, and a single back vent. Lined."
708066002,708066,Kimmi,264,Blazer,Garment Upper body,1010016,Solid,21,Light Yellow,3,Light,8,Yellow,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Double-breasted jacket in a jacquard weave with notch lapels, and welt front pockets. Gently tapered waist, decorative buttons at the cuffs, and a single back vent. Lined."
708066003,708066,Kimmi,264,Blazer,Garment Upper body,1010004,Check,11,Off White,1,Dusty Light,9,White,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Double-breasted jacket in a jacquard weave with notch lapels, and welt front pockets. Gently tapered waist, decorative buttons at the cuffs, and a single back vent. Lined."
708067001,708067,Colibri,264,Blazer,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Gently tailored jacket in woven fabric with a metal fastener at the front, welt front pockets and 3/4-length sleeves with gathered seems. Lined."
708067003,708067,Colibri,264,Blazer,Garment Upper body,1010016,Solid,81,Light Turquoise,1,Dusty Light,7,Turquoise,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Gently tailored jacket in woven fabric with a metal fastener at the front, welt front pockets and 3/4-length sleeves with gathered seems. Lined."
708067005,708067,Colibri,264,Blazer,Garment Upper body,1010016,Solid,73,Dark Blue,2,Medium Dusty,2,Blue,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Gently tailored jacket in woven fabric with a metal fastener at the front, welt front pockets and 3/4-length sleeves with gathered seems. Lined."
708085001,708085,Ramona body,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"V-neck, fitted body in ribbed jersey with lace details, narrow shoulder straps and press-studs at the crotch."
708088001,708088,Greenland,252,Sweater,Garment Upper body,1010002,Application/3D,73,Dark Blue,4,Dark,2,Blue,7618,Kids Girl Knitwear,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1003,Knitwear,"Jumper in soft, fine-knit cotton with a broderie anglaise collar and an opening with a button at the back of the neck. Long sleeves, ribbing at the cuffs and hem, and an additional longer layer in woven fabric at the hem."
708088002,708088,Greenland,252,Sweater,Garment Upper body,1010002,Application/3D,7,Grey,1,Dusty Light,12,Grey,7618,Kids Girl Knitwear,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1003,Knitwear,"Jumper in soft, fine-knit cotton with a broderie anglaise collar and an opening with a button at the back of the neck. Long sleeves, ribbing at the cuffs and hem, and an additional longer layer in woven fabric at the hem."
708090001,708090,Lee rib,255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Fitted, long-sleeved top in ribbed jersey."
708090002,708090,Lee rib,255,T-shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Fitted, long-sleeved top in ribbed jersey."
708090007,708090,Lee rib,255,T-shirt,Garment Upper body,1010017,Stripe,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Fitted, long-sleeved top in ribbed jersey."
708098001,708098,Anika,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Short dress in ribbed jersey with a round neckline, long sleeves and a straight-cut hem."
708098002,708098,Anika,265,Dress,Garment Full body,1010017,Stripe,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Short dress in ribbed jersey with a round neckline, long sleeves and a straight-cut hem."
708105001,708105,LILY structure cardigan,245,Cardigan,Garment Upper body,1010026,Other structure,42,Red,7,Medium,18,Red,6526,Baby Girl Knitwear,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1003,Knitwear,"Cardigan in soft, fine-knit cotton with moss-knit stripes, buttons down the front and ribbing around the neckline, cuffs and hem."
708137001,708137,Seth Set shirt + Cardigan,254,Top,Garment Upper body,1010016,Solid,52,Pink,5,Bright,4,Pink,7618,Kids Girl Knitwear,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1003,Knitwear,"Top and cardigan in soft cotton. Short-sleeved top in jersey with a rounded lace collar and opening with a button at the back of the neck. Fine-knit cardigan with long sleeves, buttons down the front, ribbing at the cuffs and hem and slits in the sides. Longer at the back."
708137002,708137,Seth Set shirt + Cardigan,254,Top,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,7618,Kids Girl Knitwear,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1003,Knitwear,"Top and cardigan in soft cotton. Short-sleeved top in jersey with a rounded lace collar and opening with a button at the back of the neck. Fine-knit cardigan with long sleeves, buttons down the front, ribbing at the cuffs and hem and slits in the sides. Longer at the back."
708138002,708138,Nikki Blazer,264,Blazer,Garment Upper body,1010026,Other structure,6,Light Grey,1,Dusty Light,12,Grey,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Jacket in woven fabric with a shawl collar, pockets in the side seams and 3/4-length gathered sleeves. No fasteners. Lined."
708138004,708138,Nikki,264,Blazer,Garment Upper body,1010026,Other structure,12,Light Beige,1,Dusty Light,1,Mole,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Jacket in woven fabric with a shawl collar, pockets in the side seams and 3/4-length gathered sleeves. No fasteners. Lined."
708138009,708138,Nikki Blazer,264,Blazer,Garment Upper body,1010026,Other structure,12,Light Beige,1,Dusty Light,11,Beige,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Jacket in woven fabric with a shawl collar, pockets in the side seams and 3/4-length gathered sleeves. No fasteners. Lined."
708138011,708138,Nikki,264,Blazer,Garment Upper body,1010016,Solid,42,Red,7,Medium,18,Red,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Jacket in woven fabric with a shawl collar, pockets in the side seams and 3/4-length gathered sleeves. No fasteners. Lined."
708138012,708138,Nikki,264,Blazer,Garment Upper body,1010017,Stripe,10,White,3,Light,9,White,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Jacket in woven fabric with a shawl collar, pockets in the side seams and 3/4-length gathered sleeves. No fasteners. Lined."
708138013,708138,Nikki Blazer,264,Blazer,Garment Upper body,1010016,Solid,11,Off White,1,Dusty Light,9,White,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Jacket in woven fabric with a shawl collar, pockets in the side seams and 3/4-length gathered sleeves. No fasteners. Lined."
708138021,708138,Nikki Blazer,264,Blazer,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Jacket in woven fabric with a shawl collar, pockets in the side seams and 3/4-length gathered sleeves. No fasteners. Lined."
708138023,708138,Nikki Blazer,264,Blazer,Garment Upper body,1010026,Other structure,7,Grey,2,Medium Dusty,12,Grey,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Jacket in woven fabric with a shawl collar, pockets in the side seams and 3/4-length gathered sleeves. No fasteners. Lined."
708138024,708138,Nikki,264,Blazer,Garment Upper body,1010026,Other structure,8,Dark Grey,4,Dark,12,Grey,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Jacket in woven fabric with a shawl collar, pockets in the side seams and 3/4-length gathered sleeves. No fasteners. Lined."
708138025,708138,Nikki Blazer,264,Blazer,Garment Upper body,1010026,Other structure,93,Dark Green,7,Medium,19,Green,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Jacket in woven fabric with a shawl collar, pockets in the side seams and 3/4-length gathered sleeves. No fasteners. Lined."
708138026,708138,Nikki Blazer,264,Blazer,Garment Upper body,1010026,Other structure,9,Black,4,Dark,5,Black,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Jacket in woven fabric with a shawl collar, pockets in the side seams and 3/4-length gathered sleeves. No fasteners. Lined."
708138027,708138,Nikki,264,Blazer,Garment Upper body,1010016,Solid,43,Dark Red,4,Dark,18,Red,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Jacket in woven fabric with a shawl collar, pockets in the side seams and 3/4-length gathered sleeves. No fasteners. Lined."
708138029,708138,Nikki Blazer,264,Blazer,Garment Upper body,1010016,Solid,42,Red,5,Bright,18,Red,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Jacket in woven fabric with a shawl collar, pockets in the side seams and 3/4-length gathered sleeves. No fasteners. Lined."
708138037,708138,Nikki Blazer,264,Blazer,Garment Upper body,1010026,Other structure,33,Dark Orange,4,Dark,11,Beige,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Jacket in woven fabric with a shawl collar, pockets in the side seams and 3/4-length gathered sleeves. No fasteners. Lined."
708157007,708157,DIV Florence lace up tee,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1652,Divided+,D,Divided,2,Divided,50,Divided Projects,1001,Unknown,"Ribbed top in an airy viscose blend with a V-neck, lacing at the front, dropped shoulders and short cap sleeves."
708169002,708169,Keats,264,Blazer,Garment Upper body,1010017,Stripe,6,Light Grey,1,Dusty Light,12,Grey,1222,Suit jacket,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1008,Dressed,"Double-breasted jacket in a striped weave with peak lapels, jetted front pockets and decorative buttons at the cuffs. Lined."
708220001,708220,LEO shirt dress,265,Dress,Garment Full body,1010024,Chambray,72,Blue,2,Medium Dusty,2,Blue,8713,Young Girl Dresses,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1014,Dresses/Skirts girls,"Sleeveless shirt dress in a soft weave with a collar, buttons down the front, chest pocket with a button and pockets in the side seams. Detachable belt in braided imitation suede and a rounded hem. Slightly longer at the back. Unlined."
708220004,708220,LEO shirt dress,265,Dress,Garment Full body,1010016,Solid,19,Greenish Khaki,1,Dusty Light,20,Khaki green,8713,Young Girl Dresses,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1014,Dresses/Skirts girls,"Sleeveless shirt dress in a soft weave with a collar, buttons down the front, chest pocket with a button and pockets in the side seams. Detachable belt in braided imitation suede and a rounded hem. Slightly longer at the back. Unlined."
708230001,708230,LINNI TEE,255,T-shirt,Garment Upper body,1010008,Front print,9,Black,4,Dark,5,Black,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,T-shirt in soft cotton jersey with sewn-in turn-ups on the sleeves.
708230002,708230,LINNI TEE,255,T-shirt,Garment Upper body,1010014,Placement print,10,White,3,Light,9,White,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,T-shirt in soft cotton jersey with sewn-in turn-ups on the sleeves.
